Entrez Gene	ID	C_adj.P.Val	C_P.Value	C_t	C_B	C_logFC	B_adj.P.Val	B_P.Value	B_t	B_B	B_logFC
160728	SLC5A8	0.41	0.274	1.097445	-5.99494	0.0322087	0.736	0.617	-0.5024454	-6.52983	-0.01333333
200010	SLC5A9	0.0238	0.00676	-2.74677	-2.95296	-0.1887824	0.000522	5.67e-05	-4.229904	1.4404	-0.32689752
6529	SLC6A1	0.00872	0.0019	3.161907	-1.80947	0.1644973	0.00191	0.000278	3.7851729	-0.0563	0.17696998
386757	SLC6A10P	0.067	0.0254	2.257439	-4.11276	0.2363193	0.0448	0.0146	2.4913256	-3.67263	0.31783644
6538	SLC6A11	0.847	0.772	0.289631	-6.54602	0.0082552	0.808	0.711	-0.3722179	-6.58636	-0.0117795
6539	SLC6A12	0.168	0.0834	1.742972	-5.10206	0.1180317	0.00982	0.00215	3.1616881	-1.94747	0.28724017
6540	SLC6A13	0.781	0.684	0.408168	-6.5052	0.0216353	0.663	0.529	0.6322369	-6.45684	0.04136853
11254	SLC6A14	1.34e-12	6.1e-16	9.072871	25.67264	1.7727206	2.63e-09	1.58e-11	7.7272955	15.95139	1.72985093
55117	SLC6A15	0.0529	0.0188	2.375346	-3.85243	0.0866593	0.28	0.16	1.41861	-5.66554	0.0643882
28968	SLC6A16	0.0511	0.0179	-2.393036	-3.81231	-0.2427923	0.131	0.058	-1.9203184	-4.85858	-0.26011594
388662	SLC6A17	0.859	0.789	0.268704	-6.55179	0.0170182	0.923	0.874	0.1591844	-6.64262	0.01164182
348932	SLC6A18	0.419	0.283	-1.078193	-6.01546	-0.1255308	0.666	0.532	-0.6267712	-6.46025	-0.09915217
340024	SLC6A19	0.959	0.939	0.076551	-6.58455	0.009522	0.588	0.445	0.7669998	-6.36358	0.13659731
6530	SLC6A2	0.979	0.968	-0.039931	-6.58666	-0.0023079	0.934	0.892	-0.1358774	-6.64604	-0.00949379
54716	SLC6A20	0.0339	0.0106	2.588468	-3.35089	0.2842406	0.252	0.139	-1.4942571	-5.55854	-0.1930176
6531	SLC6A3	0.57	0.435	0.783233	-6.28505	0.018637	0.766	0.655	-0.4481385	-6.55544	-0.01114596
6532	SLC6A4	0.956	0.934	0.082852	-6.58406	0.0079762	0.0412	0.0131	-2.5312073	-3.57971	-0.23718219
9152	SLC6A5	0.048	0.0165	-2.424742	-3.73972	-0.1881678	0.154	0.0719	-1.821232	-5.03589	-0.18936335
6533	SLC6A6	0.00012	8.97e-06	4.598901	3.17341	0.3911279	0.000135	1.05e-05	4.6730792	3.0388	0.46308075
6534	SLC6A7	0.883	0.823	-0.22409	-6.56265	-0.0188455	0.808	0.712	0.3709805	-6.58682	0.0376501
6535	SLC6A8	0.11	0.0479	-1.99429	-4.6489	-0.167683	0.519	0.372	-0.8981142	-6.25584	-0.1061853
6536	SLC6A9	0.488	0.349	0.938573	-6.15359	0.0318195	0.0404	0.0128	2.5406534	-3.55751	0.09619772
6541	SLC7A1	0.696	0.58	0.555172	-6.43536	0.0428037	0.994	0.99	-0.0122607	-6.65515	-0.00113665
56301	SLC7A10	0.109	0.0473	-1.999763	-4.63839	-0.2817412	0.331	0.201	-1.2888022	-5.83676	-0.24787578
23657	SLC7A11	5.86e-05	3.67e-06	4.80811	4.01822	0.3981209	0.00027	2.48e-05	4.4498052	2.22101	0.45492029
157724	SLC7A13	0.0158	0.00402	2.921452	-2.48921	0.1185644	0.108	0.0454	2.0299067	-4.65246	0.10254865
57709	SLC7A14	0.235	0.129	-1.525968	-5.4462	-0.1232501	0.00732	0.00147	-3.2825311	-1.6013	-0.3130735
6542	SLC7A2	0.0699	0.0269	-2.235189	-4.1605	-0.1245173	0.459	0.315	-1.0107169	-6.15003	-0.07576812
84889	SLC7A3	0.00104	0.000134	-3.921137	0.63611	-0.2503225	0.00783	0.00161	-3.2542774	-1.68315	-0.27811284
6545	SLC7A4	1.52e-05	6.75e-07	5.189375	5.62689	0.738095	0.0288	0.00832	2.699149	-3.17454	0.40114907
8140	SLC7A5	0.126	0.0575	-1.913808	-4.80034	-0.1326433	0.435	0.291	1.0617038	-6.09811	0.11604555
9057	SLC7A6	0.053	0.0188	-2.374452	-3.85445	-0.1248183	0.963	0.939	-0.0761168	-6.65234	-0.00524431
84138	SLC7A6OS	0.0569	0.0206	2.339569	-3.93272	0.1886997	0.188	0.0937	1.6943705	-5.25015	0.17448861
9056	SLC7A7	1.07e-05	4.43e-07	5.281373	6.02782	0.7932718	0.0428	0.0137	2.5138038	-3.62041	0.50347619
23428	SLC7A8	0.8	0.708	0.375568	-6.51781	0.0568537	0.104	0.0432	-2.0515216	-4.61057	-0.32706004
11136	SLC7A9	0.116	0.0513	1.964499	-4.70565	0.2241648	0.894	0.83	0.2151453	-6.6322	0.02275776
6546	SLC8A1	0.821	0.736	-0.337522	-6.5312	-0.0361817	0.178	0.087	-1.7304193	-5.19073	-0.21513665
6543	SLC8A2	0.000108	7.85e-06	-4.630435	3.29897	-0.4615376	3.34e-05	1.9e-06	-5.1004078	4.66862	-0.59587992
6547	SLC8A3	0.159	0.0772	-1.77958	-5.03968	-0.1046657	0.24	0.13	-1.5296518	-5.50666	-0.12422671
6548	SLC9A1	0.00104	0.000132	3.924171	0.64676	0.20882	0.02	0.00523	2.8632831	-2.75739	0.17842029
	SLC9A10	0.781	0.684	-0.407845	-6.50533	-0.0183797	0.186	0.0923	-1.7018595	-5.2379	-0.07756832
	SLC9A11	0.00754	0.00159	3.217129	-1.64672	0.0991083	0.511	0.365	0.9112689	-6.24411	0.03002899
6549	SLC9A2	0.00981	0.0022	3.11545	-1.94448	0.1952349	0.00984	0.00215	3.1604337	-1.95101	0.2023706
6550	SLC9A3	0.0173	0.00453	2.882418	-2.59506	0.1196315	0.358	0.223	1.2279006	-5.91164	0.04438923
9368	SLC9A3R1	0.381	0.247	1.161722	-5.92382	0.1551847	0.159	0.0749	-1.8023705	-5.06865	-0.29592443
9351	SLC9A3R2	0.793	0.699	0.387322	-6.51338	0.0669263	0.199	0.101	1.6563348	-5.31157	0.29800725
6553	SLC9A5	0.205	0.107	-1.621147	-5.30068	-0.1262478	0.86	0.78	0.2802226	-6.61618	0.02954348
10479	SLC9A6	0.000405	4.12e-05	4.22546	1.73636	0.2110604	0.0494	0.0166	2.4425186	-3.78461	0.19470807
84679	SLC9A7	0.966	0.948	-0.065418	-6.58533	-0.0043092	0.0652	0.0236	2.3024434	-4.09519	0.22479089
23315	SLC9A8	0.774	0.675	0.420277	-6.50025	0.0251332	0.935	0.893	0.1354502	-6.64609	0.00916046
285195	SLC9A9	0.241	0.133	-1.511171	-5.46805	-0.1681247	0.0236	0.00647	-2.7886626	-2.94959	-0.38959006
6579	SLCO1A2	0.231	0.126	-1.538121	-5.42809	-0.0357554	0.923	0.872	0.1611781	-6.6423	0.00484679
10599	SLCO1B1	0.833	0.754	0.313507	-6.53891	0.0168014	0.17	0.0816	1.7617162	-5.1382	0.13567495
28234	SLCO1B3	0.0825	0.0331	2.151116	-4.33689	0.331152	0.000145	1.15e-05	4.6493992	2.95091	1.12462422
53919	SLCO1C1	0.352	0.222	1.226159	-5.84854	0.06019	0.543	0.395	0.8544067	-6.29361	0.04110766
6578	SLCO2A1	0.0405	0.0134	-2.503902	-3.55464	-0.3851009	7.99e-06	3.26e-07	-5.523743	6.35744	-1.22133644
11309	SLCO2B1	0.0449	0.0152	2.456036	-3.66721	0.478942	0.124	0.0543	1.9498731	-4.80402	0.51086128
28232	SLCO3A1	0.162	0.0791	-1.767773	-5.05993	-0.1435855	0.351	0.217	1.2446255	-5.89143	0.13020393
28231	SLCO4A1	0.063	0.0235	2.288063	-4.04633	0.3785751	0.000102	7.35e-06	4.7637375	3.37771	0.92640269
353189	SLCO4C1	0.145	0.0681	-1.837337	-4.93873	-0.1461826	0.00222	0.000337	-3.729389	-0.23577	-0.32272464
81796	SLCO5A1	0.488	0.35	0.938441	-6.15372	0.0893187	0.423	0.28	1.0875726	-6.07082	0.13563354
133482	SLCO6A1	0.796	0.703	-0.381891	-6.51544	-0.0103512	0.675	0.544	0.609457	-6.47085	0.02370497
91607	SLFN11	0.426	0.289	1.063654	-6.03072	0.1372083	0.231	0.124	1.5540186	-5.47027	0.219706
55106	SLFN12	0.00266	0.000431	3.600817	-0.44943	0.2929489	0.00213	0.000319	3.7459626	-0.18265	0.3949265
146857	SLFN13	2.07e-06	5.84e-08	5.711241	7.96298	0.5479432	8.5e-07	2.08e-08	6.1586249	9.00529	0.61226708
162394	SLFN5	0.0267	0.00782	2.695792	-3.08345	0.4238879	0.0271	0.00771	2.7267009	-3.10596	0.55401553
200172	SLFNL1	0.016	0.00409	-2.916049	-2.50394	-0.1582191	0.106	0.0442	-2.0414442	-4.63015	-0.15067909
6585	SLIT1	0.735	0.626	-0.487714	-6.47004	-0.0398246	0.0292	0.00844	-2.6938637	-3.18763	-0.21455901
9353	SLIT2	0.345	0.216	-1.241277	-5.83031	-0.2254671	0.0171	0.0043	-2.9301876	-2.58149	-0.6795207
6586	SLIT3	0.000138	1.07e-05	-4.557685	3.01028	-0.6498371	0.000239	2.11e-05	-4.4922312	2.3745	-0.83361284
114798	SLITRK1	0.0029	0.00048	-3.569822	-0.55039	-0.1860682	0.00245	0.000382	-3.6932753	-0.35092	-0.23286128
84631	SLITRK2	0.0562	0.0203	-2.34603	-3.9183	-0.2438871	0.0326	0.00973	-2.6423359	-3.31409	-0.30592754
22865	SLITRK3	0.0206	0.00563	2.808833	-2.79113	0.3005412	0.0382	0.0119	2.5670859	-3.49502	0.31440269
139065	SLITRK4	0.826	0.744	-0.327598	-6.53445	-0.0556507	0.255	0.141	1.4867972	-5.56932	0.32654348
26050	SLITRK5	0.372	0.24	1.179423	-5.90354	0.0878554	0.697	0.57	-0.5702284	-6.49378	-0.05288406
84189	SLITRK6	0.00811	0.00174	3.189474	-1.72853	0.6891965	0.0372	0.0115	2.5806066	-3.46284	0.80525983
9748	SLK	2.53e-06	7.44e-08	5.660763	7.73065	0.4635783	2.96e-08	3.28e-10	7.076358	13.01675	0.70125052
7871	SLMAP	0.0721	0.0279	2.219811	-4.19323	0.2451737	0.41	0.268	1.1135025	-6.04281	0.13528882
	SLMO1	0.108	0.0469	2.003753	-4.63071	0.2026733	0.0224	0.00605	2.8123628	-2.889	0.32197101
	SLMO2	3.69e-05	2.07e-06	4.939169	4.56135	0.508736	0.000697	8.07e-05	4.1334711	1.10626	0.44220083
6588	SLN	0.256	0.145	-1.465456	-5.53428	-0.4832919	0.205	0.105	-1.6381172	-5.34052	-0.62753623
6590	SLPI	0.000116	8.6e-06	4.608884	3.21309	1.0638122	2e-04	1.69e-05	4.549805	2.58424	1.54367184
79811	SLTM	0.212	0.112	1.598004	-5.33685	0.1233932	0.404	0.262	1.1284673	-6.02636	0.10504762
10569	SLU7	0.0568	0.0205	2.341095	-3.92932	0.1167782	0.333	0.202	1.2844781	-5.84219	0.08988613
57152	SLURP1	0.0523	0.0185	-2.382188	-3.83694	-0.4258073	0.0891	0.0353	-2.1376369	-4.43971	-0.4703147
	SMA4	0.229	0.125	-1.543718	-5.41971	-0.1176325	0.00403	0.000706	-3.5098337	-0.92306	-0.32033851
4086	SMAD1	0.27	0.155	-1.429102	-5.58553	-0.1006758	0.128	0.0567	-1.9306616	-4.83958	-0.19585404
4087	SMAD2	0.809	0.72	-0.359517	-6.52363	-0.0242127	0.913	0.857	0.1801162	-6.63909	0.01406418
4088	SMAD3	0.000138	1.07e-05	4.557241	3.00853	0.4911243	0.000186	1.55e-05	4.5729498	2.66902	0.50384369
4089	SMAD4	0.246	0.137	-1.495737	-5.49063	-0.1269403	0.00779	0.0016	-3.2565677	-1.67653	-0.35239959
4090	SMAD5	0.109	0.0474	1.999541	-4.63882	0.1672938	0.834	0.746	-0.3243583	-6.60292	-0.0311646
	SMAD5OS	0.000461	4.88e-05	-4.182856	1.57841	-0.2135015	3.75e-05	2.18e-06	-5.066444	4.53618	-0.33945756
4091	SMAD6	0.896	0.842	-0.199103	-6.56787	-0.0144837	0.733	0.612	-0.5087991	-6.52664	-0.03913354
4092	SMAD7	0.411	0.275	-1.096207	-5.99627	-0.1755125	0.903	0.844	-0.1976014	-6.6358	-0.04643478
4093	SMAD9	0.953	0.929	-0.088794	-6.58355	-0.0091344	0.015	0.00364	-2.9866481	-2.43046	-0.32687578
60682	SMAP1	0.209	0.11	-1.608151	-5.32105	-0.0931138	0.0976	0.0397	-2.0875775	-4.53981	-0.1557795
64744	SMAP2	0.127	0.0579	1.911135	-4.80527	0.1760903	0.157	0.0735	1.8113775	-5.05304	0.23584369
6594	SMARCA1	0.563	0.426	-0.797581	-6.27389	-0.0851309	0.432	0.289	-1.06768	-6.09186	-0.13544824
6595	SMARCA2	0.593	0.46	-0.740488	-6.3171	-0.0855749	0.0077	0.00157	-3.2612668	-1.66295	-0.37211284
6597	SMARCA4	0.303	0.181	-1.343982	-5.70062	-0.1433449	0.695	0.567	-0.5751632	-6.49098	-0.07362319
8467	SMARCA5	0.000235	2.09e-05	4.394748	2.37626	0.4261921	0.0295	0.00855	2.6894127	-3.19863	0.32238716
56916	SMARCAD1	0.773	0.674	-0.420833	-6.50002	-0.0500931	0.332	0.201	-1.2874157	-5.8385	-0.18756418
50485	SMARCAL1	0.349	0.219	1.233608	-5.83958	0.0717334	0.273	0.154	1.4371451	-5.63981	0.11424638
6598	SMARCB1	0.823	0.74	-0.332835	-6.53275	-0.0221406	0.532	0.385	0.8737589	-6.27711	0.07350414
6599	SMARCC1	0.539	0.401	-0.842547	-6.23763	-0.0584981	0.415	0.273	-1.1031053	-6.05412	-0.08543892
6601	SMARCC2	0.00196	0.000293	-3.708754	-0.09217	-0.347015	0.00132	0.000177	-3.9154863	0.37032	-0.44674638
6602	SMARCD1	0.583	0.449	-0.758468	-6.30383	-0.0501838	0.255	0.14	-1.487274	-5.56864	-0.10184472
6603	SMARCD2	0.319	0.194	-1.303568	-5.75285	-0.1050614	0.921	0.869	-0.1657437	-6.64156	-0.01768116
6604	SMARCD3	0.031	0.00946	-2.628866	-3.25138	-0.3532362	0.01	0.0022	-3.1535923	-1.97029	-0.47387164
6605	SMARCE1	0.0281	0.00834	2.673476	-3.13987	0.1566748	0.114	0.0485	2.0003405	-4.7091	0.17045238
8243	SMC1A	0.571	0.436	-0.780512	-6.28714	-0.0530382	0.264	0.147	-1.4612166	-5.60593	-0.11082091
27127	SMC1B	0.956	0.934	-0.082832	-6.58406	-0.0041268	0.899	0.838	0.2056141	-6.6342	0.0110352
10592	SMC2	3.92e-05	2.23e-06	4.921967	4.48947	0.4258255	0.000119	8.9e-06	4.7153356	3.19629	0.55531366
9126	SMC3	0.0629	0.0235	-2.289195	-4.04385	-0.1702415	0.229	0.122	-1.5602247	-5.46092	-0.13723706
10051	SMC4	2.38e-08	2.23e-10	6.807623	13.30615	0.4614038	4.3e-07	9.13e-09	6.3442801	9.80151	0.52723085
23137	SMC5	0.241	0.133	1.511372	-5.46776	0.1215867	0.931	0.886	0.1436714	-6.64495	0.01491615
79677	SMC6	0.000292	2.73e-05	4.329007	2.12545	0.3460279	8.51e-06	3.54e-07	5.5044529	6.27904	0.45430849
23347	SMCHD1	0.135	0.0624	1.877713	-4.86633	0.1653757	0.773	0.664	0.4359819	-6.56077	0.04525155
4184	SMCP	0.0958	0.0402	-2.069607	-4.50183	-0.0845462	0.154	0.0717	-1.8229644	-5.03286	-0.09635921
140771	SMCR5	0.0298	0.00898	-2.647337	-3.20542	-0.3796927	0.19	0.0951	-1.6869311	-5.26226	-0.41699482
	SMCR7	0.362	0.231	-1.203163	-5.87587	-0.0998187	0.123	0.0538	-1.954737	-4.79497	-0.20794306
	SMCR7L	0.275	0.159	1.415742	-5.60405	0.0695027	0.125	0.0549	1.9455491	-4.81205	0.12431573
140775	SMCR8	0.15	0.0719	-1.812856	-4.98189	-0.1355103	0.442	0.298	-1.046181	-6.11418	-0.09939337
	SMEK1	0.745	0.639	0.47013	-6.47835	0.0304137	0.669	0.536	0.6206073	-6.46406	0.05163975
	SMEK2	0.15	0.0718	1.812919	-4.98178	0.1333921	0.926	0.878	-0.1544782	-6.64335	-0.01618737
	SMEK3P	0.716	0.603	-0.521336	-6.45331	-0.0148651	0.658	0.523	-0.6407616	-6.45147	-0.02271118
23049	SMG1	0.229	0.125	1.544555	-5.41845	0.1131344	0.0811	0.0313	2.1877789	-4.33732	0.17161387
23381	SMG5	0.923	0.882	-0.148453	-6.57656	-0.0137666	0.803	0.705	-0.3793659	-6.58369	-0.04206315
23293	SMG6	0.28	0.163	-1.403199	-5.62128	-0.0655091	0.0492	0.0165	-2.4443959	-3.78034	-0.13793996
9887	SMG7	0.79	0.695	0.392792	-6.51128	0.0355228	0.487	0.341	0.9578216	-6.20126	0.1089472
6606	SMN1	0.0709	0.0274	2.227666	-4.17654	0.2043518	0.0258	0.00724	2.749214	-3.04949	0.30797412
6606	SMN2	0.164	0.0804	1.760243	-5.07278	0.1605401	0.31	0.183	1.3406905	-5.77021	0.13519151
6607	SMN2	0.164	0.0804	1.760243	-5.07278	0.1605401	0.31	0.183	1.3406905	-5.77021	0.13519151
10285	SMNDC1	0.156	0.0752	1.791847	-5.01849	0.1747117	0.0708	0.0264	2.258304	-4.1897	0.26415321
6608	SMO	0.0127	0.00305	-3.012057	-2.23865	-0.303714	0.0552	0.0191	-2.3878971	-3.90763	-0.28515114
64093	SMOC1	0.00375	0.000658	-3.47937	-0.8408	-0.5377431	0.0204	0.00535	-2.8553717	-2.77796	-0.58341304
64094	SMOC2	0.962	0.943	0.071171	-6.58495	0.0147438	0.0854	0.0334	-2.1604199	-4.39345	-0.67333644
54498	SMOX	0.168	0.083	1.744922	-5.09877	0.1471551	0.0859	0.0337	2.1573414	-4.39973	0.23697205
6609	SMPD1	0.0165	0.00424	-2.904005	-2.53668	-0.2794981	0.321	0.192	-1.3157025	-5.80257	-0.15284369
6610	SMPD2	0.493	0.354	0.929139	-6.16225	0.0600272	0.955	0.925	-0.0944526	-6.65078	-0.00651346
55512	SMPD3	1.93e-05	9.13e-07	5.122611	5.33896	0.6484705	0.985	0.974	0.0331787	-6.65467	0.00556315
55627	SMPD4	0.0811	0.0324	2.159935	-4.31868	0.1273126	0.0641	0.0231	2.3117885	-4.07497	0.18806108
10924	SMPDL3A	0.429	0.292	-1.057212	-6.03742	-0.1279517	0.013	0.00304	-3.0471814	-2.26594	-0.45252795
27293	SMPDL3B	0.106	0.046	-2.012326	-4.61415	-0.2489502	0.0208	0.00549	-2.8464481	-2.80112	-0.44054658
23676	SMPX	0.000187	1.55e-05	4.466727	2.65418	0.9799137	0.00125	0.000166	3.9328967	0.42808	0.96761594
26952	SMR3A	6.6e-05	4.26e-06	-4.773564	3.87682	-0.6814261	0.0233	0.00636	-2.7950814	-2.93322	-0.56771739
10879	SMR3B	0.837	0.76	-0.306222	-6.54114	-0.0111112	0.102	0.0418	-2.065347	-4.58357	-0.08375362
6611	SMS	0.00229	0.000354	3.655991	-0.26791	0.3217911	0.0025	0.000391	3.6864283	-0.37266	0.37647205
6525	SMTN	0.142	0.0665	-1.848382	-4.91907	-0.2953077	0.343	0.21	-1.2619147	-5.87025	-0.24082298
342527	SMTNL2	0.0316	0.00967	-2.621137	-3.27053	-0.1582476	0.266	0.149	-1.4558528	-5.61352	-0.11440476
55234	SMU1	0.835	0.756	-0.311093	-6.53966	-0.0189812	0.768	0.658	0.4446531	-6.55698	0.03141615
23583	SMUG1	0.00578	0.00114	3.318598	-1.34132	0.2134483	0.0182	0.00465	2.9036517	-2.65166	0.21055694
57154	SMURF1	9.29e-05	6.49e-06	4.675406	3.47913	0.3325125	0.00031	2.97e-05	4.4028778	2.0523	0.46719669
64750	SMURF2	0.0215	0.00595	2.790499	-2.83928	0.1942191	0.0257	0.0072	2.7509457	-3.04512	0.28334576
150572	SMYD1	0.769	0.669	-0.42832	-6.49688	-0.0487201	0.878	0.805	-0.2480035	-6.62464	-0.0289617
56950	SMYD2	0.152	0.0727	1.807285	-4.99164	0.1440141	0.0645	0.0233	2.3083672	-4.08238	0.27082505
64754	SMYD3	0.00104	0.000132	3.924137	0.64664	0.2410021	1.3e-05	5.96e-07	5.3806838	5.77915	0.42896998
114826	SMYD4	0.149	0.0708	-1.819878	-4.96957	-0.0980808	0.161	0.076	-1.7954901	-5.08053	-0.1277764
10322	SMYD5	0.391	0.257	-1.138644	-5.94981	-0.0803451	0.554	0.407	0.832395	-6.31193	0.06987267
6615	SNAI1	0.222	0.119	1.566619	-5.38509	0.2945876	0.276	0.156	1.4312389	-5.64805	0.36159938
6591	SNAI2	0.933	0.898	-0.128697	-6.57927	-0.0101482	0.0053	0.000987	3.4073219	-1.23324	0.37490269
333929	SNAI3	0.905	0.855	-0.18262	-6.57098	-0.0139852	0.923	0.872	-0.1615011	-6.64225	-0.01599586
8773	SNAP23	0.0108	0.00248	3.077819	-2.05256	0.3367222	0.0713	0.0266	2.2552676	-4.19614	0.2649793
6616	SNAP25	0.158	0.0767	-1.782494	-5.03466	-0.3046106	0.004	0.000699	-3.5129877	-0.91341	-0.65950311
9342	SNAP29	0.137	0.0636	1.868637	-4.88274	0.1249206	0.844	0.758	-0.3088087	-6.60781	-0.02579503
116841	SNAP47	0.512	0.374	0.89197	-6.1955	0.0515093	0.0716	0.0268	2.2524459	-4.20212	0.16415839
9892	SNAP91	0.498	0.36	-0.91885	-6.17159	-0.0539595	0.0575	0.0201	-2.3668653	-3.95435	-0.13813354
6617	SNAPC1	0.0142	0.0035	2.967119	-2.36377	0.31563	0.0043	0.000763	3.4862669	-0.99499	0.47952692
6618	SNAPC2	0.374	0.242	-1.17457	-5.90913	-0.1183286	0.94	0.899	0.12691	-6.64721	0.01448137
6619	SNAPC3	0.224	0.121	1.558653	-5.39719	0.120497	0.546	0.398	0.8486462	-6.29845	0.08582298
6621	SNAPC4	0.15	0.0714	-1.815789	-4.97675	-0.1486745	0.45	0.305	-1.0310425	-6.12963	-0.11332919
10302	SNAPC5	0.0512	0.018	2.392069	-3.81451	0.1697569	0.684	0.554	0.5941622	-6.47997	0.05713458
23557	SNAPIN	0.522	0.384	0.873319	-6.21168	0.0657279	0.36	0.224	1.2244873	-5.91573	0.11478157
6622	SNCA	0.0807	0.0321	-2.163102	-4.31213	-0.2757083	0.00175	0.00025	-3.8162358	0.04446	-0.55722981
9627	SNCAIP	0.127	0.0581	1.909902	-4.80754	0.2127811	0.0123	0.00285	3.0685561	-2.20721	0.42339648
6620	SNCB	0.0146	0.00365	-2.953336	-2.40181	-0.2837748	0.00756	0.00154	-3.269138	-1.64017	-0.39879607
6623	SNCG	0.189	0.0969	-1.670615	-5.2217	-0.2075055	0.0651	0.0236	2.3033601	-4.09321	0.48863043
27044	SND1	0.053	0.0189	-2.37405	-3.85536	-0.1945946	0.118	0.051	-1.9782192	-4.75098	-0.19606936
25992	SNED1	0.682	0.563	-0.579969	-6.42148	-0.0550549	0.569	0.423	-0.8041545	-6.33474	-0.09645756
11267	SNF8	0.326	0.201	-1.285678	-5.77548	-0.0943075	0.599	0.457	-0.7463073	-6.37905	-0.06748551
	SNHG1	0.482	0.344	-0.949507	-6.14346	-0.0869175	0.674	0.542	0.6119298	-6.46936	0.08354762
	SNHG10	0.222	0.12	1.565074	-5.38744	0.2317645	0.991	0.985	0.0193361	-6.65503	0.00352174
128439	SNHG11	0.399	0.264	-1.121036	-5.9693	-0.0661294	0.568	0.423	-0.8053699	-6.33378	-0.05644306
85028	SNHG12	0.318	0.193	1.306725	-5.74883	0.1899067	0.0472	0.0156	2.4653799	-3.7324	0.41805072
	SNHG3-RCC1	0.943	0.913	0.109503	-6.58153	0.009721	0.582	0.438	0.7790429	-6.35438	0.08593064
	SNHG5	0.00221	0.000338	-3.668704	-0.22576	-0.4556093	0.114	0.0485	-2.0009414	-4.70796	-0.29571636
84973	SNHG7	0.363	0.232	-1.199479	-5.8802	-0.1228841	0.564	0.418	-0.814128	-6.32677	-0.10791718
100093630	SNHG8	0.0622	0.0231	-2.295556	-4.02995	-0.3030756	0.037	0.0114	-2.5839721	-3.45481	-0.3922205
	SNIP	0.308	0.185	-1.332938	-5.71505	-0.0964092	0.0665	0.0242	-2.2924059	-4.11682	-0.21933851
79753	SNIP1	0.0655	0.0247	2.269289	-4.08715	0.1236612	0.0531	0.0182	2.4067355	-3.86548	0.17566356
8303	SNN	0.88	0.818	0.230085	-6.5613	0.0197168	0.258	0.143	1.4786053	-5.58111	0.16682402
26778	SNORA70	0.359	0.228	-1.209642	-5.86822	-0.127378	0.913	0.858	-0.1792708	-6.63924	-0.02560663
767579	SNORD114-3	0.288	0.17	1.379921	-5.65287	0.0422165	0.631	0.493	0.6882473	-6.42024	0.01960559
	SNORD123	0.0332	0.0103	-2.5981	-3.32729	-0.3188301	0.0305	0.0089	-2.674949	-3.23429	-0.38128571
9304	SNORD22	0.445	0.307	1.024772	-6.07054	0.0724738	0.455	0.311	1.0191875	-6.14158	0.1073913
9751	SNPH	1.63e-05	7.39e-07	-5.169375	5.54037	-0.4382993	1.51e-05	7.1e-07	-5.3390199	5.61214	-0.5687764
54861	SNRK	0.565	0.429	-0.792567	-6.27781	-0.0567925	0.00795	0.00165	-3.2471389	-1.70374	-0.32888199
23020	SNRNP200	0.128	0.0586	1.905841	-4.81501	0.1607683	0.0455	0.0148	2.4845066	-3.68839	0.20252484
79622	SNRNP25	0.11	0.0478	-1.995316	-4.64693	-0.1477227	0.0434	0.014	-2.5079158	-3.63413	-0.23955901
11017	SNRNP27	0.24	0.132	1.512807	-5.46565	0.1069346	0.0403	0.0128	2.5416183	-3.55524	0.22976398
11066	SNRNP35	0.8	0.708	-0.37556	-6.51781	-0.0338945	0.293	0.169	-1.3858723	-5.71021	-0.13021532
9410	SNRNP40	0.527	0.389	0.864803	-6.21895	0.0579232	0.415	0.273	1.1027893	-6.05446	0.09063561
154007	SNRNP48	0.00569	0.00111	-3.325003	-1.32177	-0.3060084	0.0324	0.00966	-2.6447864	-3.30812	-0.31478468
6625	SNRNP70	0.344	0.216	-1.243098	-5.82809	-0.0979162	0.978	0.963	-0.0463422	-6.65415	-0.00502277
6626	SNRPA	0.0547	0.0196	-2.358775	-3.88976	-0.1471697	0.653	0.518	-0.6489008	-6.44628	-0.05218634
	SNRPA1	0.0105	0.00239	3.088941	-2.02073	0.2677227	0.000941	0.000116	4.0330735	0.76391	0.40667805
6628	SNRPB	0.377	0.245	1.168247	-5.91638	0.0910226	0.00288	0.000468	3.6330591	-0.5411	0.30263354
6629	SNRPB2	0.0601	0.0221	2.312607	-3.99248	0.1438276	0.401	0.259	1.1352967	-6.01878	0.09256936
6631	SNRPC	0.544	0.407	-0.831285	-6.24689	-0.0570363	0.162	0.0766	-1.7918717	-5.08675	-0.15499793
6632	SNRPD1	7.64e-06	2.94e-07	5.370038	6.41875	0.3936448	7.72e-07	1.84e-08	6.1870022	9.12641	0.44236439
6633	SNRPD2	0.00624	0.00125	3.289422	-1.42998	0.187176	0.00127	0.000168	3.9289158	0.41486	0.28257246
6634	SNRPD3	0.00139	0.00019	3.826674	0.30809	0.3058839	0.0151	0.00368	2.983346	-2.43936	0.27850828
6635	SNRPE	0.775	0.676	0.418472	-6.501	0.0328326	0.661	0.527	0.6352022	-6.45498	0.06114493
6636	SNRPF	0.00466	0.00087	3.397834	-1.09717	0.2550768	0.146	0.0668	1.8558182	-4.97498	0.15734058
6637	SNRPG	0.00547	0.00106	3.339746	-1.27664	0.306168	0.24	0.13	1.5300865	-5.50601	0.17593892
6638	SNRPN	0.228	0.124	-1.548208	-5.41296	-0.0821608	0.0197	0.00513	-2.8700921	-2.73964	-0.19636957
